,./mbt_myth_CryptoPunksMarket.log-mbt,./mbt_myth_GameChannel.log-mbt,./mbt_myth_MoonCatRescue.log-mbt,./mbt_myth_RpsGame.log-mbt,./mbt_myth_SaleClockAuction.log-mbt,./mbt_myth_SupeRare.log-mbt,./random_myth_CryptoPunksMarket.log-random,./random_myth_GameChannel.log-random,./random_myth_MoonCatRescue.log-random,./random_myth_RpsGame.log-random,./random_myth_SaleClockAuction.log-random,./random_myth_SupeRare.log-random
26,35.71695195435397,32.98816568047337,32.36128236744759,50.09285051067781,70.21037237034537,25.52491103202847,18.4903748733536,48.03641870949563,17.083847102342787,42.66867842773135,55.1693103836202,22.588967971530252
27,35.71695195435397,32.98816568047337,32.36128236744759,50.09285051067781,70.21037237034537,26.349347568208774,18.4903748733536,48.402719075796,17.083847102342787,42.66867842773135,58.33614579817752,22.787663107947807
28,35.71695195435397,32.98816568047337,35.9350595972051,50.09285051067781,70.21037237034537,26.349347568208774,18.8876446435237,48.69681600450832,17.685984381422113,42.66867842773135,58.33614579817752,22.787663107947807
29,35.71695195435397,32.98816568047337,35.9350595972051,50.09285051067781,70.21037237034537,26.349347568208774,18.8876446435237,49.66539870386024,17.69214960953555,42.66867842773135,58.53301833727079,22.787663107947807
30,35.71695195435397,32.98816568047337,35.9350595972051,50.09285051067781,70.21037237034537,26.349347568208774,18.895643363728468,50.20428289659059,17.916152897657213,43.067161869390276,58.53301833727079,22.912218268090154
31,35.71695195435397,32.98816568047337,36.49404027949034,50.09285051067781,70.21037237034537,26.349347568208774,18.895643363728468,50.20428289659059,18.133990957665436,43.067161869390276,58.53301833727079,23.02194543297746
32,35.71695195435397,32.98816568047337,36.49404027949034,50.09285051067781,70.21037237034537,26.438315539739026,18.99696048632219,50.29233586925895,18.140156185778874,43.07876818322501,58.93238834514569,23.02194543297746
33,35.71695195435397,32.98816568047337,38.14221126181669,50.09285051067781,70.21037237034537,26.438315539739026,18.99696048632219,50.29233586925895,18.146321413892313,43.090374497059734,58.93238834514569,23.02194543297746
34,35.71695195435397,32.98816568047337,38.14221126181669,50.09285051067781,70.21037237034537,26.438315539739026,19.199594731509624,50.459636517328825,18.146321413892313,43.090374497059734,58.93238834514569,23.131672597864767
35,35.71695195435397,32.98816568047337,38.14221126181669,50.09285051067781,70.21037237034537,27.32502965599051,19.199594731509624,50.459636517328825,18.310727496917387,43.113587124729186,58.93238834514569,23.131672597864767
36,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,27.32502965599051,19.199594731509624,50.459636517328825,18.310727496917387,43.113587124729186,59.80425244684442,23.131672597864767
37,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,27.32502965599051,19.300911854103344,50.459636517328825,18.45869297163995,43.113587124729186,60.41174485318934,23.131672597864767
38,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,27.399169632265714,19.40222897669706,50.8259368836292,18.69297163995068,43.113587124729186,62.13297333783328,23.131672597864767
39,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,27.399169632265714,19.524876019836825,50.8259368836292,18.69297163995068,43.113587124729186,62.13297333783328,23.20581257413998
40,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,27.399169632265714,19.62619314243054,50.8259368836292,18.69297163995068,43.113587124729186,62.149848126898426,23.20581257413998
41,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,27.399169632265714,19.780835066389375,50.8259368836292,18.69297163995068,43.113587124729186,62.149848126898426,23.20581257413998
42,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,27.399169632265714,19.780835066389375,50.8259368836292,18.69297163995068,43.57397090683998,62.16672291596356,23.86417556346382
43,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,27.399169632265714,19.780835066389375,50.8259368836292,18.69297163995068,43.57397090683998,62.16672291596356,23.86417556346382
44,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,27.399169632265714,19.922145790006933,50.8259368836292,18.69297163995068,43.585577220674715,62.16672291596356,23.876037959667855
45,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,27.399169632265714,19.922145790006933,50.8259368836292,18.877928483353884,43.585577220674715,62.16672291596356,23.876037959667855
46,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,27.399169632265714,19.922145790006933,50.8259368836292,18.877928483353884,43.585577220674715,62.16672291596356,23.876037959667855
47,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,27.399169632265714,20.092785154375296,50.8259368836292,18.877928483353884,45.0208913649025,63.8879514006075,23.876037959667855
48,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,27.399169632265714,20.092785154375296,50.8259368836292,18.877928483353884,45.0208913649025,63.904826189672626,23.876037959667855
49,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,27.399169632265714,20.092785154375296,50.8259368836292,18.877928483353884,45.0208913649025,63.904826189672626,23.876037959667855
50,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,27.399169632265714,20.092785154375296,50.8259368836292,18.877928483353884,45.03249767873723,65.62605467431658,23.876037959667855
51,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,28.042704626334515,20.727350290620166,50.8259368836292,18.877928483353884,45.03249767873723,67.34728315896051,23.876037959667855
52,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,28.042704626334515,20.855329813896443,50.8259368836292,18.877928483353884,45.03249767873723,67.36415794802565,24.463226571767496
53,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,28.042704626334515,20.855329813896443,50.8259368836292,18.877928483353884,45.12921696069328,67.36415794802565,24.463226571767496
54,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,28.042704626334515,20.855329813896443,50.8259368836292,18.877928483353884,45.22593624264934,67.36415794802565,24.463226571767496
55,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,28.042704626334515,20.855329813896443,50.8259368836292,18.877928483353884,45.22593624264934,67.76352795590056,24.463226571767496
56,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,28.042704626334515,20.855329813896443,50.8259368836292,18.877928483353884,45.22593624264934,67.76352795590056,24.463226571767496
57,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,28.042704626334515,20.855329813896443,50.8259368836292,18.877928483353884,45.22593624264934,67.76352795590056,24.463226571767496
58,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,28.042704626334515,20.855329813896443,50.8259368836292,18.877928483353884,45.22593624264934,67.76352795590056,24.463226571767496
59,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,28.042704626334515,20.95664693649016,50.8259368836292,18.877928483353884,45.22593624264934,67.76352795590056,24.463226571767496
60,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,28.042704626334515,21.66586679464619,50.8259368836292,18.877928483353884,45.22593624264934,67.76352795590056,24.463226571767496
61,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,28.042704626334515,21.66586679464619,50.8259368836292,18.877928483353884,45.22593624264934,67.76352795590056,24.463226571767496
62,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,28.116844602609728,21.79384631792247,50.8259368836292,18.877928483353884,45.58960074280409,67.9604004949938,24.463226571767496
63,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,28.116844602609728,22.59638457846744,50.8259368836292,18.877928483353884,45.58960074280409,67.97727528405895,24.463226571767496
64,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,28.116844602609728,22.59638457846744,50.8259368836292,18.877928483353884,45.58960074280409,67.97727528405895,24.463226571767496
65,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,28.116844602609728,22.59638457846744,50.8259368836292,18.877928483353884,45.976477870628294,67.97727528405895,24.463226571767496
66,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,28.116844602609728,22.697701701061163,50.8259368836292,18.877928483353884,45.976477870628294,68.00539993250084,24.463226571767496
67,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,28.116844602609728,22.697701701061163,50.8259368836292,18.877928483353884,45.976477870628294,68.00539993250084,24.463226571767496
68,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,28.116844602609728,22.697701701061163,50.8259368836292,18.877928483353884,46.07319715258435,68.00539993250084,24.572953736654807
69,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,28.116844602609728,22.697701701061163,50.8259368836292,18.877928483353884,46.07319715258435,68.00539993250084,24.584816132858837
70,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,28.116844602609728,22.697701701061163,50.8259368836292,18.877928483353884,46.07319715258435,68.00539993250084,24.584816132858837
71,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,28.116844602609728,22.697701701061163,50.8259368836292,18.877928483353884,46.07319715258435,68.00539993250084,24.584816132858837
72,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,28.116844602609728,22.697701701061163,50.8259368836292,18.877928483353884,46.08480346641907,68.2022724715941,24.584816132858837
73,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,28.116844602609728,22.697701701061163,50.8259368836292,18.877928483353884,46.0964097802538,68.2022724715941,24.584816132858837
74,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,28.116844602609728,22.697701701061163,50.8259368836292,18.877928483353884,46.0964097802538,68.2022724715941,24.584816132858837
75,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,28.116844602609728,22.697701701061163,50.8259368836292,18.877928483353884,46.0964097802538,68.2022724715941,24.584816132858837
76,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,28.116844602609728,22.940329547272437,50.8259368836292,18.877928483353884,46.0964097802538,68.2022724715941,24.584816132858837
77,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,28.116844602609728,22.940329547272437,50.8259368836292,18.877928483353884,46.0964097802538,68.2022724715941,24.584816132858837
78,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,28.116844602609728,22.940329547272437,50.8259368836292,18.877928483353884,46.0964097802538,68.2022724715941,24.584816132858837
79,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,28.116844602609728,22.940329547272437,50.8259368836292,18.877928483353884,46.0964097802538,68.2022724715941,24.584816132858837
80,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,28.116844602609728,22.940329547272437,50.8259368836292,18.877928483353884,46.108016094088526,68.2022724715941,24.584816132858837
81,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,28.116844602609728,23.566895963312536,50.8259368836292,18.877928483353884,46.108016094088526,68.2022724715941,24.584816132858837
82,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,28.116844602609728,23.566895963312536,50.8259368836292,18.877928483353884,46.108016094088526,68.2022724715941,24.584816132858837
83,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,28.116844602609728,23.566895963312536,50.8259368836292,18.877928483353884,46.108016094088526,68.2022724715941,24.584816132858837
84,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,28.116844602609728,23.566895963312536,50.8259368836292,18.877928483353884,46.108016094088526,68.2022724715941,24.584816132858837
85,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,28.116844602609728,23.566895963312536,50.8259368836292,18.877928483353884,46.108016094088526,68.2022724715941,24.584816132858837
86,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,28.116844602609728,23.566895963312536,50.8259368836292,18.877928483353884,46.108016094088526,68.2022724715941,24.584816132858837
87,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,28.116844602609728,23.566895963312536,50.8259368836292,18.877928483353884,46.108016094088526,68.2022724715941,24.584816132858837
88,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,28.116844602609728,23.566895963312536,50.8259368836292,18.877928483353884,46.108016094088526,68.2022724715941,24.584816132858837
89,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,28.116844602609728,23.72153788727137,50.8259368836292,18.877928483353884,46.108016094088526,68.2022724715941,24.584816132858837
90,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,28.116844602609728,23.72153788727137,50.8259368836292,18.877928483353884,46.108016094088526,68.2022724715941,24.584816132858837
91,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,28.116844602609728,23.72153788727137,50.8259368836292,18.877928483353884,46.108016094088526,68.2022724715941,24.584816132858837
92,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,28.116844602609728,23.72153788727137,50.8259368836292,18.877928483353884,46.108016094088526,68.2022724715941,24.584816132858837
93,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,28.116844602609728,23.72153788727137,50.8259368836292,18.877928483353884,46.108016094088526,68.2022724715941,24.584816132858837
94,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,28.116844602609728,23.72153788727137,50.8259368836292,18.877928483353884,46.108016094088526,68.2022724715941,24.584816132858837
95,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,28.116844602609728,23.72153788727137,50.8259368836292,18.877928483353884,46.108016094088526,68.2022724715941,24.584816132858837
96,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,28.116844602609728,23.72153788727137,50.8259368836292,18.877928483353884,46.108016094088526,68.2022724715941,24.584816132858837
97,35.71695195435397,32.98816568047337,38.75873407316071,50.09285051067781,70.21037237034537,28.116844602609728,23.72153788727137,50.8259368836292,18.877928483353884,46.108016094088526,68.2022724715941,24.584816132858837
